,满意度水平,绩效评估,参加项目数,平均每月工时,工作年限,是否有工作事故,五年内是否晋升,职业,薪水,计数,db_labels,km_labels
372,0.39,0.48,2,141,3,0,0,product_mng,medium,1,员工类1,员工类1
373,0.36,0.57,2,142,3,0,0,product_mng,medium,1,员工类1,员工类1
374,0.86,0.84,5,254,5,0,0,product_mng,medium,1,员工类3,员工类3
375,0.73,0.99,5,262,5,0,0,product_mng,medium,1,员工类3,员工类3
376,0.56,0.71,4,296,2,0,0,IT,medium,1,杂类,杂类
377,0.44,0.56,2,158,3,0,0,accounting,medium,1,员工类1,员工类1
378,0.31,0.56,4,238,2,0,0,accounting,medium,1,杂类,杂类
379,0.77,0.93,4,231,5,0,0,hr,medium,1,员工类3,员工类3
380,0.44,0.45,2,156,3,0,0,hr,medium,1,员工类1,员工类1
381,0.38,0.46,2,145,3,0,0,hr,medium,1,员工类1,员工类1
382,0.45,0.48,2,144,3,0,0,marketing,medium,1,员工类1,员工类1
383,0.38,0.51,2,159,3,0,0,sales,medium,1,员工类1,员工类1
384,0.36,0.48,2,156,3,0,0,accounting,high,1,员工类1,员工类1
385,0.75,0.9,5,256,5,0,0,support,low,1,员工类3,员工类3
386,0.1,0.93,6,298,4,0,0,technical,medium,1,员工类2,员工类2
387,0.1,0.97,6,247,4,0,0,management,medium,1,员工类2,员工类2
388,0.45,0.5,2,157,3,0,0,marketing,medium,1,员工类1,员工类1
389,0.42,0.57,2,154,3,1,0,marketing,medium,1,员工类1,员工类1
390,0.78,1.0,4,253,5,0,0,marketing,low,1,员工类3,员工类3
391,0.45,0.55,2,148,3,0,0,sales,low,1,员工类1,员工类1
392,0.84,1.0,4,261,5,0,0,sales,low,1,员工类3,员工类3
393,0.11,0.93,6,282,4,0,0,sales,low,1,员工类2,员工类2
394,0.42,0.56,2,133,3,0,0,sales,low,1,员工类1,员工类1
395,0.45,0.46,2,128,3,0,0,sales,low,1,员工类1,员工类1
396,0.46,0.57,2,139,3,0,0,sales,low,1,员工类1,员工类1
397,0.09,0.79,6,293,5,0,0,sales,low,1,员工类2,员工类2
398,0.87,0.83,4,265,6,0,0,sales,low,1,员工类3,员工类3
399,0.1,0.87,6,250,4,0,0,sales,low,1,员工类2,员工类2
400,0.91,1.0,5,251,6,0,0,sales,low,1,员工类3,员工类3
401,0.76,0.92,4,246,5,0,0,sales,low,1,员工类3,员工类3
402,0.74,1.0,5,275,5,0,0,sales,low,1,员工类3,员工类3
403,0.92,0.93,5,240,5,0,0,sales,low,1,员工类3,员工类3
404,0.76,0.87,5,245,5,0,0,sales,low,1,员工类3,员工类3
405,0.47,0.5,4,254,4,0,0,sales,low,1,杂类,杂类
406,0.73,0.99,5,241,5,0,0,sales,low,1,员工类3,员工类3
407,0.09,0.94,6,257,4,0,0,sales,low,1,员工类2,员工类2
408,0.91,0.92,4,246,5,0,0,sales,low,1,员工类3,员工类3
409,0.82,0.98,4,233,5,0,0,sales,low,1,员工类3,员工类3
410,0.28,0.45,6,218,4,0,0,accounting,low,1,杂类,杂类
411,0.84,0.99,4,262,6,0,0,accounting,medium,1,员工类3,员工类3
412,0.45,0.53,2,138,3,0,0,accounting,medium,1,员工类1,员工类1
413,0.45,0.54,2,142,3,0,0,hr,medium,1,员工类1,员工类1
414,0.91,0.97,5,233,5,0,0,hr,medium,1,员工类3,员工类3
415,0.42,0.48,2,155,3,0,0,hr,medium,1,员工类1,员工类1
416,0.82,1.0,4,229,6,0,0,hr,medium,1,员工类3,员工类3
417,0.11,0.9,6,264,4,0,0,technical,medium,1,员工类2,员工类2
418,0.42,0.53,3,199,4,0,0,technical,medium,1,杂类,杂类
419,0.82,0.85,4,223,5,0,0,technical,medium,1,员工类3,员工类3
420,0.09,0.96,6,268,4,0,0,technical,medium,1,员工类2,员工类2
421,0.1,0.94,6,287,4,0,0,technical,medium,1,员工类2,员工类2
422,0.86,1.0,5,257,5,0,0,technical,medium,1,员工类3,员工类3
423,0.4,0.46,2,143,3,0,0,technical,high,1,员工类1,员工类1
424,0.45,0.46,2,130,3,0,0,technical,low,1,员工类1,员工类1
425,0.42,0.51,2,136,3,0,0,technical,medium,1,员工类1,员工类1
426,0.74,0.92,4,261,5,0,0,technical,medium,1,员工类3,员工类3
427,0.55,0.6,3,180,4,0,0,technical,medium,1,杂类,杂类
428,0.37,0.45,2,126,3,0,0,support,medium,1,员工类1,员工类1
429,0.41,0.52,2,127,3,1,0,support,low,1,员工类1,员工类1
430,0.89,0.65,5,195,6,0,0,support,low,1,员工类3,员工类3
431,0.41,0.57,2,160,3,0,0,support,low,1,员工类1,员工类1
432,0.44,0.51,2,150,3,0,0,support,low,1,员工类1,员工类1
433,0.87,0.84,4,264,6,0,0,support,low,1,员工类3,员工类3
434,0.1,0.84,6,309,4,0,0,support,low,1,员工类2,员工类2
435,0.41,0.47,2,135,3,0,0,support,low,1,员工类1,员工类1
436,0.11,0.85,6,261,4,0,0,support,low,1,员工类2,员工类2
437,0.43,0.53,2,160,3,0,0,support,low,1,员工类1,员工类1
438,0.77,0.9,4,237,5,0,0,support,low,1,员工类3,员工类3
439,0.41,0.52,2,136,3,0,0,technical,low,1,员工类1,员工类1
440,0.41,0.48,2,139,3,0,0,technical,low,1,员工类1,员工类1
441,0.36,0.78,2,151,4,0,0,technical,low,1,杂类,员工类1
442,0.77,1.0,5,229,5,0,0,management,low,1,员工类3,员工类3
443,0.81,0.98,5,245,5,0,0,IT,low,1,员工类3,员工类3
444,0.39,0.54,2,127,3,0,0,IT,low,1,员工类1,员工类1
445,0.09,0.94,6,283,5,0,0,IT,low,1,员工类2,员工类2
446,0.44,0.46,2,143,3,0,0,IT,low,1,员工类1,员工类1
447,0.1,0.84,5,298,4,0,0,IT,low,1,员工类2,员工类2
448,0.36,0.48,2,159,3,0,0,product_mng,low,1,员工类1,员工类1
449,0.81,0.92,5,239,5,0,0,product_mng,low,1,员工类3,员工类3
450,0.81,0.9,4,226,5,0,0,product_mng,medium,1,员工类3,员工类3
451,0.85,0.98,5,248,5,0,0,product_mng,medium,1,员工类3,员工类3
452,0.1,0.87,6,286,4,0,0,IT,medium,1,员工类2,员工类2
453,0.37,0.54,2,145,3,0,0,RandD,medium,1,员工类1,员工类1
454,0.09,0.97,7,254,4,1,0,RandD,medium,1,员工类2,员工类2
455,0.44,0.53,2,127,3,0,0,RandD,medium,1,员工类1,员工类1
456,0.86,0.93,5,223,5,0,0,RandD,medium,1,员工类3,员工类3
457,0.77,1.0,4,255,5,0,0,RandD,medium,1,员工类3,员工类3
458,0.41,0.48,2,136,3,0,0,marketing,medium,1,员工类1,员工类1
459,0.4,0.48,2,137,3,0,0,sales,medium,1,员工类1,员工类1
460,0.43,0.49,2,135,3,0,0,accounting,medium,1,员工类1,员工类1
461,0.43,0.5,2,137,3,0,0,support,medium,1,员工类1,员工类1
462,0.8,0.53,3,255,5,0,0,technical,high,1,杂类,员工类3
463,0.8,0.85,4,273,5,0,0,management,low,1,员工类3,员工类3
464,0.82,0.98,5,234,5,0,0,marketing,medium,1,员工类3,员工类3
465,0.37,0.54,2,152,3,0,0,marketing,medium,1,员工类1,员工类1
466,0.37,0.48,2,134,3,0,0,marketing,medium,1,员工类1,员工类1
467,0.09,0.95,6,292,4,0,0,sales,medium,1,员工类2,员工类2
468,0.9,0.92,5,245,5,0,0,sales,low,1,员工类3,员工类3
469,0.41,0.52,2,159,3,0,0,sales,low,1,员工类1,员工类1
470,0.1,0.85,6,260,4,0,0,sales,low,1,员工类2,员工类2
471,0.44,0.53,2,149,3,0,0,sales,low,1,员工类1,员工类1
472,0.89,0.85,5,266,5,0,0,sales,low,1,员工类3,员工类3
473,0.42,0.56,2,149,3,0,0,sales,low,1,员工类1,员工类1
474,0.87,1.0,5,242,5,0,0,sales,low,1,员工类3,员工类3
475,0.45,0.57,2,134,3,0,0,sales,low,1,员工类1,员工类1
476,0.11,0.87,5,271,4,0,0,sales,low,1,员工类2,员工类2
477,0.09,0.79,6,275,4,0,0,sales,low,1,员工类2,员工类2
478,0.76,0.83,5,227,5,0,0,sales,low,1,员工类3,员工类3
479,0.11,0.96,7,277,5,0,0,sales,low,1,员工类2,员工类2
480,0.37,0.49,2,151,3,0,0,sales,low,1,员工类1,员工类1
481,0.1,0.79,6,274,4,0,0,sales,low,1,员工类2,员工类2
482,0.77,0.87,4,242,6,0,0,sales,low,1,员工类3,员工类3
483,0.42,0.54,2,143,3,1,0,sales,low,1,员工类1,员工类1
484,0.38,0.52,2,145,3,0,0,sales,low,1,员工类1,员工类1
485,0.32,0.95,5,172,2,0,0,sales,low,1,杂类,杂类
486,0.38,0.49,2,135,3,0,0,accounting,low,1,员工类1,员工类1
487,0.19,1.0,4,192,4,0,0,accounting,low,1,杂类,员工类2
488,0.1,0.83,7,276,4,0,0,accounting,low,1,员工类2,员工类2
489,0.76,0.88,4,206,4,0,0,hr,medium,1,员工类3,杂类
490,0.53,0.56,4,281,6,0,0,hr,medium,1,杂类,员工类3
491,0.39,0.51,2,151,3,0,0,hr,medium,1,员工类1,员工类1
492,0.11,0.83,6,244,4,0,0,hr,medium,1,员工类2,员工类2
493,0.1,0.94,6,309,4,0,0,technical,medium,1,员工类2,员工类2
494,0.84,1.0,5,218,5,0,0,technical,medium,1,员工类3,员工类3
495,0.82,0.99,4,263,6,0,0,technical,medium,1,员工类3,员工类3
496,0.1,0.82,6,244,4,0,0,technical,medium,1,员工类2,员工类2
497,0.59,0.49,7,263,4,0,0,technical,medium,1,杂类,杂类
498,0.44,0.48,2,143,3,0,0,technical,medium,1,员工类1,员工类1
499,0.89,0.95,2,181,5,0,0,technical,medium,1,杂类,员工类3
500,0.91,0.84,5,265,5,0,0,technical,medium,1,员工类3,员工类3
501,0.66,0.57,5,161,5,0,0,technical,high,1,杂类,杂类
502,0.11,0.87,7,282,5,0,0,technical,low,1,员工类2,员工类2
503,0.43,0.51,2,155,3,0,0,technical,medium,1,员工类1,员工类1
504,0.78,0.83,4,217,6,0,0,support,medium,1,员工类3,员工类3
505,0.11,0.97,6,289,5,0,0,support,medium,1,员工类2,员工类2
506,0.83,0.98,4,259,5,0,0,support,medium,1,员工类3,员工类3
507,0.39,0.54,2,158,3,0,0,support,low,1,员工类1,员工类1
508,0.38,0.55,2,158,3,0,0,support,low,1,员工类1,员工类1
509,0.37,0.57,2,155,3,0,0,support,low,1,员工类1,员工类1
510,0.44,0.48,2,146,3,0,0,support,low,1,员工类1,员工类1
511,0.53,0.85,2,164,5,0,0,support,low,1,杂类,员工类3
512,0.09,0.96,6,259,4,0,0,support,low,1,员工类2,员工类2
513,0.11,0.89,6,293,4,0,0,support,low,1,员工类2,员工类2
514,0.83,0.96,5,275,5,0,0,support,low,1,员工类3,员工类3
515,0.88,1.0,5,219,6,1,0,technical,low,1,员工类3,员工类3
516,0.1,0.89,6,247,4,0,0,technical,low,1,员工类2,员工类2
517,0.09,0.86,7,309,4,0,0,technical,low,1,员工类2,员工类2
518,0.44,0.54,2,151,3,0,0,management,low,1,员工类1,员工类1
519,0.39,0.51,2,129,3,0,0,IT,low,1,员工类1,员工类1
520,0.87,0.94,4,274,5,0,0,IT,low,1,员工类3,员工类3
521,0.74,0.99,4,233,5,0,0,IT,low,1,员工类3,员工类3
522,0.1,0.95,7,289,4,0,0,IT,low,1,员工类2,员工类2
523,0.74,0.82,4,239,6,0,0,IT,low,1,员工类3,员工类3
524,0.75,0.99,5,221,5,0,0,product_mng,low,1,员工类3,员工类3
525,0.41,0.56,2,150,3,0,0,product_mng,low,1,员工类1,员工类1
526,0.41,0.45,2,144,3,1,0,product_mng,low,1,员工类1,员工类1
527,0.09,0.9,7,289,4,0,0,product_mng,low,1,员工类2,员工类2
528,0.09,0.8,6,301,5,0,0,IT,medium,1,员工类2,员工类2
529,0.39,0.57,2,145,3,0,0,accounting,medium,1,员工类1,员工类1
530,0.4,0.56,2,137,3,0,0,accounting,medium,1,员工类1,员工类1
531,0.37,0.54,2,131,3,1,0,hr,medium,1,员工类1,员工类1
532,0.1,0.84,6,246,4,0,0,hr,medium,1,员工类2,员工类2
533,0.43,0.51,2,136,3,0,0,hr,medium,1,员工类1,员工类1
534,0.75,0.85,5,240,6,1,0,marketing,medium,1,员工类3,员工类3
535,0.37,0.56,2,156,3,0,0,sales,medium,1,员工类1,员工类1
536,0.11,0.85,6,305,4,0,0,accounting,medium,1,员工类2,员工类2
537,0.45,0.45,2,154,3,1,0,support,medium,1,员工类1,员工类1
538,0.87,1.0,5,261,5,1,0,technical,medium,1,员工类3,员工类3
539,0.11,0.94,7,244,4,0,0,management,medium,1,员工类2,员工类2
540,0.45,0.54,2,129,3,0,0,marketing,high,1,员工类1,员工类1
541,0.81,0.87,4,254,5,0,0,marketing,low,1,员工类3,员工类3
542,0.77,0.91,5,236,5,0,0,marketing,medium,1,员工类3,员工类3
543,0.89,0.92,5,237,5,0,0,sales,medium,1,员工类3,员工类3
544,0.43,0.49,2,135,3,0,0,sales,medium,1,员工类1,员工类1
545,0.78,1.0,5,236,5,0,0,sales,medium,1,员工类3,员工类3
546,0.37,0.47,2,149,3,0,0,sales,low,1,员工类1,员工类1
547,0.37,0.5,2,141,3,0,0,sales,low,1,员工类1,员工类1
548,0.85,0.82,4,270,5,0,0,sales,low,1,员工类3,员工类3
549,0.41,0.47,2,138,3,0,0,sales,low,1,员工类1,员工类1
550,0.11,0.96,6,298,4,0,0,sales,low,1,员工类2,员工类2
551,0.75,0.99,5,254,5,0,0,sales,low,1,员工类3,员工类3
552,0.82,0.85,5,248,5,0,0,sales,low,1,员工类3,员工类3
553,0.79,1.0,5,257,6,0,0,sales,low,1,员工类3,员工类3
554,0.43,0.53,2,150,3,0,0,sales,low,1,员工类1,员工类1
555,0.1,0.9,7,281,4,0,0,sales,low,1,员工类2,员工类2
556,0.46,0.48,2,141,3,1,0,sales,low,1,员工类1,员工类1
557,0.43,0.57,2,157,3,0,0,sales,low,1,员工类1,员工类1
558,0.43,0.55,2,136,3,0,0,sales,low,1,员工类1,员工类1
559,0.11,0.8,7,296,4,0,0,sales,low,1,员工类2,员工类2
560,0.09,0.86,6,279,4,0,0,sales,low,1,员工类2,员工类2
561,0.37,0.53,2,131,3,0,0,sales,low,1,员工类1,员工类1
562,0.4,0.57,2,160,3,0,0,accounting,low,1,员工类1,员工类1
563,0.1,0.77,7,291,4,0,0,accounting,low,1,员工类2,员工类2
564,0.41,0.53,2,157,3,0,0,accounting,low,1,员工类1,员工类1
565,0.79,0.58,3,294,4,0,0,hr,low,1,杂类,杂类
566,0.11,0.79,7,310,4,0,0,hr,low,1,员工类2,员工类2
567,0.1,0.97,6,282,4,0,0,hr,medium,1,员工类2,员工类2
568,0.44,0.51,2,134,3,0,0,hr,medium,1,员工类1,员工类1
569,0.25,0.46,4,214,4,0,0,technical,medium,1,杂类,杂类
570,0.44,0.52,2,137,3,0,0,technical,medium,1,员工类1,员工类1
571,0.73,1.0,4,252,5,0,0,technical,medium,1,员工类3,员工类3
572,0.75,0.97,5,243,6,0,0,technical,medium,1,员工类3,员工类3
573,0.36,0.47,2,148,3,0,0,technical,medium,1,员工类1,员工类1
574,0.37,0.49,2,151,3,0,0,technical,medium,1,员工类1,员工类1
575,0.39,0.49,2,129,3,0,0,technical,medium,1,员工类1,员工类1
576,0.48,0.78,2,198,2,0,0,technical,medium,1,杂类,杂类
577,0.57,0.72,4,275,6,0,0,technical,medium,1,员工类3,员工类3
578,0.9,0.96,5,243,5,0,0,technical,medium,1,员工类3,员工类3
579,0.39,0.55,2,159,3,0,0,technical,high,1,员工类1,员工类1
580,0.44,0.51,2,145,3,0,0,support,low,1,员工类1,员工类1
581,0.81,0.88,5,242,5,0,0,support,medium,1,员工类3,员工类3
582,0.74,0.87,5,242,5,0,0,support,medium,1,员工类3,员工类3
583,0.44,0.56,2,145,3,0,0,support,medium,1,员工类1,员工类1
584,0.41,0.56,2,154,3,0,1,support,medium,1,员工类1,员工类1
585,0.4,0.51,2,139,3,0,0,support,low,1,员工类1,员工类1
586,0.46,0.57,2,152,3,0,0,support,low,1,员工类1,员工类1
587,0.8,0.83,2,211,3,0,0,support,low,1,杂类,杂类
588,0.87,0.9,5,258,5,0,0,support,low,1,员工类3,员工类3
589,0.39,0.54,2,155,3,0,0,support,low,1,员工类1,员工类1
590,0.38,0.55,2,148,3,0,0,support,low,1,员工类1,员工类1
591,0.66,0.67,2,255,3,0,0,technical,low,1,杂类,杂类
592,0.1,0.8,6,264,4,0,0,technical,low,1,员工类2,员工类2
593,0.37,0.54,2,132,3,0,0,technical,low,1,员工类1,员工类1
594,0.1,0.77,6,255,4,0,0,management,low,1,员工类2,员工类2
595,0.09,0.87,5,263,4,0,0,IT,low,1,员工类2,员工类2
596,0.86,0.84,5,222,5,0,0,IT,low,1,员工类3,员工类3
597,0.11,0.9,6,263,4,0,0,IT,low,1,员工类2,员工类2
598,0.37,0.46,2,157,3,0,0,IT,low,1,员工类1,员工类1
599,0.11,0.92,7,307,4,0,0,IT,low,1,员工类2,员工类2
600,0.77,0.98,5,259,6,0,0,product_mng,low,1,员工类3,员工类3
601,0.84,0.94,5,222,6,0,0,product_mng,low,1,员工类3,员工类3
602,0.1,0.84,7,250,4,0,0,product_mng,low,1,员工类2,员工类2
603,0.83,0.9,5,245,5,0,0,product_mng,low,1,员工类3,员工类3
604,0.11,0.79,6,292,4,0,0,IT,low,1,员工类2,员工类2
605,0.86,0.92,5,252,5,0,0,RandD,low,1,员工类3,员工类3
606,0.38,0.56,2,161,3,0,0,RandD,medium,1,员工类1,员工类1
607,0.11,0.88,5,250,4,0,0,RandD,medium,1,员工类2,员工类2
608,0.45,0.49,2,134,3,0,0,RandD,medium,1,员工类1,员工类1
609,0.1,0.85,7,279,4,0,0,RandD,medium,1,员工类2,员工类2
610,0.09,0.95,7,256,4,0,0,marketing,medium,1,员工类2,员工类2
611,0.39,0.53,2,127,3,0,0,sales,medium,1,员工类1,员工类1
612,0.37,0.47,2,138,3,1,0,accounting,medium,1,员工类1,员工类1
613,0.81,0.97,5,243,5,0,0,support,medium,1,员工类3,员工类3
614,0.09,0.9,7,296,4,0,0,technical,medium,1,员工类2,员工类2
615,0.1,0.88,7,267,4,0,0,management,medium,1,员工类2,员工类2
616,0.39,0.49,2,144,3,0,0,marketing,medium,1,员工类1,员工类1
617,0.83,0.95,4,251,5,0,0,marketing,medium,1,员工类3,员工类3
618,0.45,0.57,2,148,3,0,0,marketing,high,1,员工类1,员工类1
619,0.43,0.51,2,141,3,0,0,sales,low,1,员工类1,员工类1
620,0.8,0.75,3,268,2,0,0,sales,medium,1,杂类,杂类
621,0.1,0.86,6,247,4,0,0,sales,medium,1,员工类2,员工类2
622,0.1,0.55,2,247,4,0,0,sales,medium,1,杂类,员工类1
623,0.36,0.52,2,146,3,0,0,sales,medium,1,员工类1,员工类1
624,0.38,0.5,2,140,3,0,0,sales,low,1,员工类1,员工类1
625,0.78,0.98,5,263,6,0,0,sales,low,1,员工类3,员工类3
626,0.44,0.49,2,145,3,0,0,sales,low,1,员工类1,员工类1
627,0.41,0.46,2,156,3,1,0,sales,low,1,员工类1,员工类1
628,0.72,0.85,5,244,6,0,0,sales,low,1,员工类3,员工类3
629,0.46,0.54,2,144,3,0,0,sales,low,1,员工类1,员工类1
630,0.1,0.9,7,286,4,0,0,sales,low,1,员工类2,员工类2
631,0.34,0.67,4,141,2,0,0,sales,low,1,杂类,员工类1
632,0.11,0.89,6,260,5,0,0,sales,low,1,员工类2,员工类2
633,0.38,0.56,2,154,3,0,0,sales,low,1,员工类1,员工类1
634,0.82,0.92,5,225,5,0,0,sales,low,1,员工类3,员工类3
635,0.39,0.57,2,127,3,0,0,sales,low,1,员工类1,员工类1
636,0.44,0.53,2,140,3,0,0,sales,low,1,员工类1,员工类1
637,0.43,0.52,2,147,3,0,0,sales,low,1,员工类1,员工类1
638,0.84,0.83,4,227,5,0,0,accounting,low,1,员工类3,员工类3
639,0.43,0.48,2,153,3,0,0,accounting,low,1,员工类1,员工类1
640,0.37,0.52,2,128,3,0,0,accounting,low,1,员工类1,员工类1
641,0.74,0.97,4,228,5,0,0,hr,low,1,员工类3,员工类3
642,0.73,0.97,5,235,5,0,0,hr,low,1,员工类3,员工类3
643,0.37,0.47,2,148,3,0,0,hr,low,1,员工类1,员工类1
644,0.58,0.62,4,238,3,0,0,hr,low,1,杂类,杂类
645,0.4,0.54,2,141,3,0,0,technical,medium,1,员工类1,员工类1
646,0.51,0.83,5,249,4,0,0,technical,medium,1,杂类,杂类
647,0.46,0.5,2,151,3,0,0,technical,medium,1,员工类1,员工类1
648,0.45,0.54,2,129,3,0,0,technical,medium,1,员工类1,员工类1
649,0.46,0.5,2,156,3,0,0,technical,medium,1,员工类1,员工类1
650,0.39,0.45,2,134,3,0,0,technical,medium,1,员工类1,员工类1
651,0.09,0.88,6,269,4,0,0,technical,medium,1,员工类2,员工类2
652,0.09,0.77,6,290,4,0,0,technical,medium,1,员工类2,员工类2
653,0.37,0.51,2,132,3,0,0,technical,medium,1,员工类1,员工类1
654,0.1,0.89,7,308,4,0,0,technical,medium,1,员工类2,员工类2
655,0.77,1.0,4,232,5,0,0,technical,medium,1,员工类3,员工类3
656,0.79,0.86,5,235,5,0,0,support,medium,1,员工类3,员工类3
657,0.43,0.55,2,130,3,0,0,support,high,1,员工类1,员工类1
658,0.38,0.53,2,146,3,0,0,support,low,1,员工类1,员工类1
659,0.77,0.91,5,221,6,0,0,support,medium,1,员工类3,员工类3
660,0.44,0.5,2,130,3,0,0,support,medium,1,员工类1,员工类1
661,0.39,0.46,2,136,3,0,0,support,medium,1,员工类1,员工类1
662,0.78,0.89,5,274,6,0,0,support,medium,1,员工类3,员工类3
663,0.1,0.79,6,256,5,0,0,support,low,1,员工类2,员工类2
664,0.1,0.77,5,276,4,0,0,support,low,1,员工类2,员工类2
665,0.75,0.85,5,267,5,0,0,support,low,1,员工类3,员工类3
666,0.46,0.62,6,213,3,0,0,support,low,1,杂类,杂类
667,0.91,0.97,4,274,6,0,0,technical,low,1,员工类3,员工类3
668,0.1,0.92,6,258,4,0,0,technical,low,1,员工类2,员工类2
669,0.72,0.6,3,153,5,0,0,technical,low,1,杂类,杂类
670,0.11,0.95,6,245,4,0,0,management,low,1,员工类2,员工类2
671,0.11,0.94,6,264,4,0,0,IT,low,1,员工类2,员工类2
672,0.46,0.57,2,154,3,0,0,IT,low,1,员工类1,员工类1
673,0.37,0.46,2,149,3,0,0,IT,low,1,员工类1,员工类1
674,0.46,0.5,2,157,3,0,0,IT,low,1,员工类1,员工类1
675,0.43,0.57,2,127,3,0,0,IT,low,1,员工类1,员工类1
676,0.11,0.82,6,270,4,0,0,product_mng,low,1,员工类2,员工类2
677,0.73,0.89,5,236,6,0,0,product_mng,low,1,员工类3,员工类3
678,0.43,0.47,2,158,3,0,0,product_mng,low,1,员工类1,员工类1
679,0.86,1.0,5,229,5,0,0,product_mng,low,1,员工类3,员工类3
680,0.1,0.83,6,269,4,0,0,IT,low,1,员工类2,员工类2
681,0.4,0.49,2,128,3,0,0,sales,low,1,员工类1,员工类1
682,0.11,0.87,7,278,4,0,0,sales,low,1,员工类2,员工类2
683,0.86,0.98,3,158,5,0,0,sales,low,1,杂类,员工类3
684,0.42,1.0,3,202,3,0,0,sales,medium,1,杂类,杂类
685,0.79,0.84,4,240,5,0,0,sales,medium,1,员工类3,员工类3
686,0.1,0.96,7,255,4,0,0,marketing,medium,1,员工类2,员工类2
687,0.09,0.92,7,254,4,0,0,sales,medium,1,员工类2,员工类2
688,0.09,0.82,6,257,4,0,0,accounting,medium,1,员工类2,员工类2
689,0.87,1.0,4,228,5,0,0,support,medium,1,员工类3,员工类3
690,0.36,0.49,2,145,3,0,0,technical,medium,1,员工类1,员工类1
691,0.42,0.75,3,218,4,0,0,management,medium,1,杂类,杂类
692,0.84,0.86,5,268,5,0,0,marketing,medium,1,员工类3,员工类3
693,0.1,0.83,6,278,4,0,0,marketing,medium,1,员工类2,员工类2
694,0.78,0.71,3,249,5,0,0,marketing,medium,1,员工类3,员工类3
695,0.35,0.99,3,236,4,0,0,sales,medium,1,杂类,杂类
696,0.1,0.81,7,291,4,0,0,sales,high,1,员工类2,员工类2
697,0.11,0.8,6,306,4,0,0,sales,low,1,员工类2,员工类2
698,0.43,0.48,2,135,3,0,0,sales,medium,1,员工类1,员工类1
699,0.38,0.45,2,156,3,0,0,sales,medium,1,员工类1,员工类1
700,0.46,0.54,2,143,3,0,0,sales,medium,1,员工类1,员工类1
701,0.89,0.82,4,243,5,0,0,sales,medium,1,员工类3,员工类3
702,0.45,0.5,2,147,3,0,0,sales,low,1,员工类1,员工类1
703,0.44,0.53,2,159,3,0,0,sales,low,1,员工类1,员工类1
704,0.74,0.54,5,216,3,0,0,sales,low,1,杂类,杂类
705,0.45,0.54,2,152,3,0,0,sales,low,1,员工类1,员工类1
706,0.79,0.93,4,226,5,0,0,sales,low,1,员工类3,员工类3
707,0.79,0.91,5,271,5,0,0,sales,low,1,员工类3,员工类3
708,0.11,0.87,6,255,4,0,0,sales,low,1,员工类2,员工类2
709,0.42,0.48,2,140,3,0,0,sales,low,1,员工类1,员工类1
710,0.64,0.9,6,252,2,0,0,sales,low,1,杂类,杂类
711,0.4,0.55,2,159,3,0,0,sales,low,1,员工类1,员工类1
712,0.84,0.98,5,270,5,0,0,sales,low,1,员工类3,员工类3
713,0.73,0.92,5,232,5,0,0,sales,low,1,员工类3,员工类3
714,0.4,0.51,2,144,3,0,0,accounting,low,1,员工类1,员工类1
715,0.36,0.45,2,127,3,0,0,accounting,low,1,员工类1,员工类1
716,0.43,0.47,2,131,3,0,0,accounting,low,1,员工类1,员工类1
717,0.11,0.78,6,243,4,0,0,hr,low,1,员工类2,员工类2
718,0.91,1.0,5,244,6,0,0,hr,low,1,员工类3,员工类3
719,0.8,1.0,5,260,5,0,0,hr,low,1,员工类3,员工类3
720,0.42,0.49,2,139,3,0,0,hr,low,1,员工类1,员工类1
721,0.31,0.87,4,184,3,0,0,technical,low,1,杂类,杂类
722,0.44,0.47,2,130,3,0,0,technical,low,1,员工类1,员工类1
723,0.38,0.54,2,135,3,0,0,technical,medium,1,员工类1,员工类1
724,0.45,0.56,2,146,3,0,0,technical,medium,1,员工类1,员工类1
725,0.43,0.46,2,149,3,0,0,technical,medium,1,员工类1,员工类1
726,0.45,0.46,2,153,3,1,0,technical,medium,1,员工类1,员工类1
727,0.43,0.57,2,160,3,0,0,technical,medium,1,员工类1,员工类1
